loan_number,cust_number,loan_category,loan_condition,principal_amount,loan_rate,duration_months,installment_amount,commencement_date,initial_credit_score,collateral_value,purpose_of_loan
8240,4249447,Personal,Paid,4716.87,0.1451,60,111.0,2020-08-14,729,5660.24,Auto Purchase
6865,8058482,Personal,Active,22834.03,0.1284,36,767.61,2022-07-23,850,27400.84,Debt Consolidation
3580,2896774,Auto,Paid,64052.0,0.079,36,2004.2,2023-06-03,742,76862.4,Business Expansion
8804,5693714,Mortgage,Defaulted,935795.78,0.0481,180,7307.92,2019-12-10,747,1122954.94,Debt Consolidation
3316,5367460,Mortgage,Active,235533.3,0.0505,360,1271.6,2024-09-02,780,282639.96,Education
4693,1110518,Mortgage,Paid,573427.23,0.0579,180,4774.09,2021-04-16,636,688112.68,Auto Purchase
2903,3192837,Personal,Paid,25728.24,0.0923,12,2252.72,2020-10-15,602,30873.89,Business Expansion
4624,9369093,Mortgage,Active,746685.23,0.0594,360,4447.99,2023-07-21,811,896022.28,Home Purchase
1835,6837138,Mortgage,Paid,490213.62,0.0585,360,2891.97,2020-06-12,653,588256.34,Business Expansion
9609,1868638,Mortgage,Paid,160172.66,0.0461,360,822.07,2024-07-23,799,192207.19,Education
4780,9584425,Mortgage,Active,940581.65,0.059,180,7886.44,2023-02-11,705,1128697.98,Business Expansion
3164,8579256,Personal,Active,19938.72,0.1486,24,965.44,2023-09-16,747,23926.46,Education
8480,1678132,Auto,Defaulted,45241.33,0.0483,60,850.24,2020-02-04,757,54289.6,Business Expansion
1262,4116692,Auto,Defaulted,61392.3,0.0695,60,1214.19,2021-09-27,838,73670.76,Auto Purchase
1953,8762999,Mortgage,Paid,461973.87,0.0462,180,3562.47,2021-03-31,815,554368.64,Auto Purchase
5399,1266245,Auto,Defaulted,19816.93,0.0435,36,588.17,2021-04-18,840,23780.32,Debt Consolidation
5179,9109972,Mortgage,Active,838221.1,0.0326,360,3652.59,2022-09-29,788,1005865.32,Education
8953,9119261,Mortgage,Active,641635.91,0.0591,180,5383.34,2020-11-10,793,769963.09,Debt Consolidation
1299,9974814,Auto,Active,51611.34,0.0698,48,1235.42,2021-11-23,640,61933.61,Business Expansion
2077,3696585,Personal,Defaulted,14725.76,0.1356,36,500.15,2020-09-21,660,17670.91,Debt Consolidation
2098,9165493,Mortgage,Paid,714233.88,0.0583,360,4204.44,2022-11-02,770,857080.66,Debt Consolidation
2868,8822851,Auto,Defaulted,73950.57,0.077,36,2307.12,2023-03-01,743,88740.68,Education
6017,8959075,Auto,Defaulted,41450.35,0.0664,60,813.74,2023-09-04,840,49740.42,Home Purchase
3353,2321051,Personal,Active,22859.18,0.1194,36,758.6,2023-11-27,707,27431.02,Education
2462,8575505,Mortgage,Active,270685.69,0.0563,180,2230.45,2021-09-12,733,324822.83,Education
7014,4499726,Personal,Active,39239.93,0.1322,24,1869.6,2023-04-05,834,47087.92,Home Purchase
3089,8242893,Mortgage,Paid,675186.9,0.057,180,5588.76,2022-08-04,696,810224.28,Business Expansion
4680,8512655,Auto,Paid,36576.95,0.0626,36,1117.06,2020-03-12,843,43892.34,Business Expansion
1766,2326463,Personal,Paid,46983.95,0.1187,60,1042.05,2022-03-13,709,56380.74,Debt Consolidation
4332,5089591,Personal,Paid,20800.35,0.1468,12,1874.27,2024-01-28,838,24960.42,Education
3809,9622040,Auto,Active,58004.84,0.065,72,975.06,2023-12-28,824,69605.81,Education
8551,8569860,Mortgage,Paid,140325.57,0.0457,180,1078.51,2023-10-03,750,168390.68,Education
3511,5974081,Mortgage,Defaulted,899721.13,0.0516,360,4918.26,2020-12-16,828,1079665.36,Business Expansion
5960,9083252,Mortgage,Active,917722.15,0.0416,360,4466.42,2021-09-17,667,1101266.58,Business Expansion
7406,2065228,Auto,Paid,57754.51,0.0706,60,1145.24,2020-06-23,705,69305.41,Auto Purchase
1890,5074485,Mortgage,Paid,913334.66,0.0323,360,3964.87,2023-05-12,844,1096001.59,Home Purchase
7158,2878690,Personal,Paid,6796.39,0.0941,12,595.65,2020-09-14,785,8155.67,Home Purchase
9029,2175685,Mortgage,Active,997320.98,0.0557,180,8186.04,2022-05-10,816,1196785.18,Auto Purchase
5572,4685024,Personal,Defaulted,5086.94,0.1361,60,117.34,2020-09-16,736,6104.33,Debt Consolidation
8162,8302054,Mortgage,Defaulted,135283.35,0.0518,180,1082.54,2022-07-24,830,162340.02,Debt Consolidation
1548,8431337,Personal,Defaulted,34509.45,0.1393,36,1178.28,2023-08-22,685,41411.34,Auto Purchase
8196,1255951,Mortgage,Defaulted,592685.18,0.0326,180,4167.49,2023-12-31,678,711222.22,Business Expansion
4837,2719729,Auto,Active,39129.78,0.0676,48,932.66,2021-01-23,624,46955.74,Home Purchase
7795,5028096,Mortgage,Defaulted,621436.37,0.0304,180,4303.49,2021-11-19,842,745723.64,Auto Purchase
6347,7792680,Personal,Paid,15434.78,0.1478,48,427.84,2021-12-23,612,18521.74,Auto Purchase
9160,1731276,Auto,Active,20646.85,0.0774,72,359.39,2021-08-13,697,24776.22,Debt Consolidation
5742,3990662,Mortgage,Defaulted,225366.2,0.0476,180,1754.13,2023-03-01,688,270439.44,Business Expansion
2944,4279141,Mortgage,Active,646829.98,0.049,180,5081.46,2020-05-08,771,776195.98,Education
7183,7891331,Mortgage,Defaulted,618581.53,0.0446,180,4719.47,2021-03-01,688,742297.84,Debt Consolidation
8143,2115495,Personal,Active,27698.06,0.107,36,902.87,2023-09-02,783,33237.67,Home Purchase
2904,8157610,Personal,Defaulted,47613.43,0.0845,12,4151.73,2020-10-24,637,57136.12,Business Expansion
8514,7031778,Auto,Defaulted,61125.46,0.0791,72,1069.04,2020-03-06,819,73350.55,Business Expansion
1263,8434981,Mortgage,Defaulted,728228.47,0.0384,360,3409.84,2022-04-23,615,873874.16,Business Expansion
8858,5333808,Auto,Paid,54466.81,0.0697,36,1681.03,2024-04-13,825,65360.17,Home Purchase
8069,8281595,Auto,Active,52696.23,0.0588,48,1234.68,2020-03-17,801,63235.48,Auto Purchase
3318,5791535,Mortgage,Active,354529.47,0.0333,360,1558.54,2022-10-08,637,425435.36,Education
1859,9199592,Auto,Defaulted,74338.34,0.0441,72,1176.98,2021-11-13,656,89206.01,Home Purchase
3388,7259939,Mortgage,Defaulted,870934.11,0.0357,180,6256.14,2024-04-18,845,1045120.93,Home Purchase
1850,1949825,Personal,Active,2615.13,0.0872,36,82.82,2024-08-07,693,3138.16,Debt Consolidation
3813,8865811,Auto,Paid,38263.74,0.0639,60,746.7,2022-04-01,737,45916.49,Business Expansion
7014,3531152,Personal,Paid,43007.18,0.1026,60,919.29,2023-10-13,755,51608.62,Home Purchase
6906,4310889,Personal,Defaulted,32551.77,0.1462,60,767.93,2023-10-12,615,39062.12,Home Purchase
6853,7535309,Auto,Defaulted,21992.65,0.0669,60,432.27,2023-04-08,829,26391.18,Education
6144,2608044,Auto,Active,35600.72,0.0659,60,698.07,2023-08-17,806,42720.86,Business Expansion
8074,9285804,Personal,Paid,42194.49,0.1382,48,1149.22,2023-12-06,727,50633.39,Auto Purchase
5775,2242995,Auto,Defaulted,22165.56,0.045,72,351.86,2022-11-15,701,26598.67,Business Expansion
5295,4288623,Auto,Defaulted,43792.71,0.0549,36,1322.16,2020-08-11,661,52551.25,Business Expansion
5815,1323459,Auto,Defaulted,58677.35,0.0694,36,1810.18,2020-09-01,678,70412.82,Debt Consolidation
6396,8980166,Personal,Defaulted,22886.14,0.1327,12,2047.03,2023-04-01,704,27463.37,Education
3484,2561478,Personal,Active,23070.14,0.1468,48,638.32,2021-09-08,676,27684.17,Business Expansion
9739,5565368,Personal,Paid,11763.11,0.0965,24,540.91,2020-04-21,740,14115.73,Business Expansion
2566,4187195,Auto,Active,20524.04,0.0514,48,473.96,2021-03-01,726,24628.85,Auto Purchase
4255,5921652,Personal,Active,33474.49,0.1011,12,2944.65,2023-07-18,781,40169.39,Debt Consolidation
4853,3356269,Mortgage,Defaulted,358525.16,0.0425,180,2697.11,2020-06-05,840,430230.19,Debt Consolidation
2144,6500277,Personal,Paid,44917.26,0.131,24,2137.56,2024-06-24,846,53900.71,Home Purchase
1809,1485669,Personal,Defaulted,8253.98,0.0909,36,262.82,2020-08-05,779,9904.78,Business Expansion
8361,7628935,Personal,Active,41629.31,0.0849,36,1313.94,2021-12-26,745,49955.17,Auto Purchase
2449,5438300,Mortgage,Defaulted,234745.32,0.031,360,1002.4,2023-11-08,781,281694.38,Home Purchase
5405,7337671,Mortgage,Paid,722180.98,0.0434,360,3590.85,2022-05-24,814,866617.18,Education
7416,8077035,Personal,Paid,1641.25,0.1348,12,146.96,2020-02-13,759,1969.5,Debt Consolidation
4863,2005900,Auto,Defaulted,33656.98,0.0612,36,1025.74,2024-04-22,802,40388.38,Business Expansion
2580,6843985,Auto,Active,59639.75,0.069,60,1178.13,2020-06-25,698,71567.7,Home Purchase
8276,7713657,Mortgage,Active,908058.71,0.0557,360,5195.81,2023-01-14,696,1089670.45,Business Expansion
2549,2646552,Mortgage,Defaulted,378449.28,0.0486,360,1999.34,2021-09-17,641,454139.14,Debt Consolidation
2749,3618985,Auto,Active,37137.73,0.0558,60,710.75,2023-05-02,764,44565.28,Auto Purchase
4332,5618663,Mortgage,Active,460417.66,0.0552,180,3766.88,2020-07-12,612,552501.19,Auto Purchase
9080,2548634,Personal,Defaulted,36266.01,0.1187,48,952.71,2021-09-12,844,43519.21,Debt Consolidation
9054,2397396,Auto,Active,58884.94,0.0529,72,956.28,2021-09-13,766,70661.93,Debt Consolidation
1088,1824600,Personal,Paid,14703.71,0.1265,48,391.91,2023-02-12,845,17644.45,Home Purchase
9282,8010073,Auto,Defaulted,61032.28,0.0708,60,1210.82,2023-03-17,727,73238.74,Home Purchase
7460,2069677,Mortgage,Defaulted,899832.26,0.0584,360,5302.74,2024-02-17,646,1079798.71,Business Expansion
6036,2726284,Mortgage,Paid,916276.2,0.0596,360,5470.0,2021-01-13,784,1099531.44,Business Expansion
4584,3161916,Auto,Active,73588.73,0.0621,60,1429.87,2022-10-13,831,88306.48,Business Expansion
1396,8470975,Mortgage,Paid,218049.66,0.0435,360,1085.48,2022-04-22,771,261659.59,Auto Purchase
3897,6614414,Auto,Defaulted,36427.19,0.0429,72,574.74,2023-02-20,611,43712.63,Debt Consolidation
5681,7064469,Auto,Paid,25401.94,0.0648,36,778.31,2021-06-15,694,30482.33,Business Expansion
6899,7781984,Auto,Active,49915.84,0.0462,72,795.12,2024-01-29,734,59899.01,Auto Purchase
2395,3690796,Personal,Defaulted,26673.44,0.0825,24,1209.41,2022-05-14,718,32008.13,Auto Purchase
4107,1470155,Mortgage,Defaulted,957187.01,0.0428,180,7215.25,2023-07-01,677,1148624.41,Business Expansion
8912,9474876,Mortgage,Active,556734.5,0.0355,360,2515.55,2024-05-24,815,668081.4,Auto Purchase
3435,8293367,Mortgage,Active,469968.62,0.0484,360,2477.14,2022-07-10,630,563962.34,Debt Consolidation
5542,1121762,Personal,Active,31098.39,0.0996,12,2733.46,2022-03-07,697,37318.07,Debt Consolidation
9127,2861306,Personal,Paid,28307.23,0.1254,24,1339.67,2023-11-13,693,33968.68,Education
1605,3585773,Mortgage,Paid,476880.39,0.0412,360,2309.81,2024-05-04,766,572256.47,Home Purchase
9665,3050498,Auto,Defaulted,39721.45,0.063,48,938.33,2022-08-29,810,47665.74,Education
2931,8819165,Mortgage,Active,412538.69,0.0471,360,2142.06,2024-05-25,772,495046.43,Debt Consolidation
1238,2847745,Auto,Active,35764.36,0.0714,48,858.75,2024-10-01,809,42917.23,Education
7897,6498902,Auto,Paid,52542.59,0.0654,72,884.24,2023-10-17,800,63051.11,Education
6732,3695389,Mortgage,Active,678663.89,0.0416,180,5074.58,2022-05-05,833,814396.67,Debt Consolidation
2922,9419411,Auto,Defaulted,44711.0,0.071,72,764.43,2022-07-26,795,53653.2,Home Purchase
2468,2325912,Auto,Paid,17709.99,0.0548,60,338.12,2024-09-15,819,21251.99,Home Purchase
5547,4020593,Mortgage,Paid,919402.82,0.0446,180,7014.59,2020-02-24,648,1103283.38,Debt Consolidation
1272,5125626,Mortgage,Active,243505.56,0.0387,360,1144.36,2024-05-12,663,292206.67,Auto Purchase
3772,8490272,Auto,Paid,26426.47,0.0527,60,501.98,2023-04-06,761,31711.76,Auto Purchase
6221,4521464,Personal,Active,33469.72,0.1443,48,921.85,2024-05-19,807,40163.66,Auto Purchase
4063,3931264,Personal,Active,29087.59,0.0986,48,735.78,2024-09-17,718,34905.11,Home Purchase
2630,1053749,Mortgage,Defaulted,948210.33,0.0354,180,6797.23,2020-01-25,633,1137852.4,Debt Consolidation
1769,6177577,Personal,Paid,16887.74,0.0977,48,426.45,2024-01-02,720,20265.29,Debt Consolidation
5908,2919378,Auto,Paid,31653.5,0.0483,36,946.27,2020-03-02,737,37984.2,Education
4717,5357269,Auto,Paid,21456.5,0.0679,36,660.46,2020-12-11,636,25747.8,Business Expansion
9900,6941207,Auto,Defaulted,23142.42,0.077,48,561.72,2024-06-14,675,27770.9,Education
9331,5765539,Personal,Active,29812.86,0.1278,36,1001.36,2023-07-21,762,35775.43,Home Purchase
9628,5620186,Auto,Active,73235.83,0.0539,36,2207.79,2022-11-29,653,87883.0,Business Expansion
6407,7632115,Personal,Active,41023.14,0.1286,60,930.47,2020-11-16,687,49227.77,Home Purchase
8363,8673108,Personal,Defaulted,17763.58,0.0834,12,1548.02,2020-12-14,836,21316.3,Business Expansion
8442,2287782,Personal,Active,34695.98,0.1139,24,1623.39,2020-12-14,821,41635.18,Auto Purchase
5127,5887939,Auto,Active,71046.65,0.0611,48,1672.12,2022-11-12,664,85255.98,Home Purchase
4944,4597538,Personal,Paid,22333.5,0.1471,36,771.03,2024-08-10,763,26800.2,Auto Purchase
7353,5501921,Personal,Active,2632.43,0.0834,36,82.9,2021-02-23,783,3158.92,Business Expansion
9329,4619010,Personal,Defaulted,30312.94,0.0883,48,751.89,2021-05-20,822,36375.53,Home Purchase
4856,2083815,Mortgage,Active,669153.72,0.0472,360,3478.53,2023-01-03,825,802984.46,Business Expansion
1572,9898935,Auto,Paid,41198.9,0.06,72,682.78,2021-03-16,621,49438.68,Business Expansion
2808,8328604,Mortgage,Active,936885.66,0.0367,180,6776.12,2023-10-04,724,1124262.79,Debt Consolidation
7600,3173891,Personal,Paid,16734.72,0.1316,48,450.28,2021-04-02,731,20081.66,Auto Purchase
7479,3310537,Auto,Paid,50456.83,0.0758,36,1571.38,2023-05-22,813,60548.2,Home Purchase
9949,3062009,Auto,Active,24979.72,0.0786,72,436.27,2021-12-30,821,29975.66,Debt Consolidation
4893,8286708,Mortgage,Active,860813.28,0.0344,360,3836.66,2022-11-02,655,1032975.94,Home Purchase
7515,5972927,Personal,Active,18375.85,0.1254,12,1637.32,2024-10-28,837,22051.02,Debt Consolidation
1167,4234038,Auto,Defaulted,57143.1,0.0776,72,995.22,2021-07-23,850,68571.72,Business Expansion
2488,3930112,Auto,Paid,34518.1,0.068,48,823.38,2024-10-07,683,41421.72,Auto Purchase
8905,8621065,Personal,Paid,10744.21,0.15,12,969.75,2022-09-20,797,12893.05,Business Expansion
8604,7107380,Auto,Defaulted,55862.03,0.0454,72,887.78,2022-06-11,685,67034.44,Business Expansion
9971,6891493,Personal,Paid,45076.35,0.1202,36,1497.61,2021-05-19,783,54091.62,Business Expansion
6593,8490992,Mortgage,Active,662512.46,0.0397,180,4890.57,2023-08-10,797,795014.95,Auto Purchase
2987,6423467,Mortgage,Defaulted,364417.35,0.0383,180,2664.61,2020-03-09,629,437300.82,Auto Purchase
6297,4747882,Auto,Paid,57489.85,0.0797,72,1007.14,2024-05-01,823,68987.82,Education
8824,6023963,Auto,Paid,47896.11,0.0447,72,759.64,2022-06-26,638,57475.33,Auto Purchase
9706,1224730,Mortgage,Defaulted,597468.3,0.0326,180,4201.13,2022-06-13,772,716961.96,Business Expansion
5811,8899761,Personal,Active,37069.76,0.1125,60,810.62,2021-08-27,822,44483.71,Home Purchase
2240,7623835,Auto,Paid,53486.05,0.0416,72,840.7,2021-07-01,763,64183.26,Auto Purchase
1079,9902773,Personal,Paid,27516.71,0.099,24,1268.49,2024-07-08,829,33020.05,Auto Purchase
6118,3042282,Auto,Defaulted,40974.62,0.0433,36,1215.76,2023-05-27,606,49169.54,Education
3778,6546395,Auto,Defaulted,53754.3,0.0517,48,1242.07,2024-10-29,788,64505.16,Auto Purchase
2163,3153001,Personal,Paid,45086.31,0.1428,48,1238.39,2023-09-03,690,54103.57,Home Purchase
1662,3369485,Mortgage,Paid,523366.39,0.0544,360,2951.94,2022-12-01,849,628039.67,Auto Purchase
7144,8743833,Auto,Active,53979.03,0.0696,36,1665.73,2022-02-17,821,64774.84,Education
1250,9774066,Auto,Paid,46750.2,0.0699,60,925.49,2021-04-09,641,56100.24,Debt Consolidation
2730,1261736,Personal,Active,46537.51,0.1361,48,1262.62,2022-05-03,826,55845.01,Auto Purchase
2282,9485707,Personal,Defaulted,39328.58,0.1173,36,1301.21,2022-12-23,797,47194.3,Auto Purchase
6256,6030299,Mortgage,Active,666752.39,0.0364,360,3046.36,2023-05-19,618,800102.87,Auto Purchase
8467,9667179,Personal,Defaulted,14387.9,0.1051,12,1268.34,2023-04-07,791,17265.48,Business Expansion
3547,1944480,Auto,Active,60999.3,0.0732,36,1892.42,2020-04-27,685,73199.16,Debt Consolidation
9118,9499536,Mortgage,Defaulted,573630.66,0.0492,360,3051.39,2020-08-21,686,688356.79,Education
4966,5932239,Auto,Active,56690.35,0.0434,36,1682.31,2020-05-06,645,68028.42,Auto Purchase
9522,5460411,Personal,Active,48693.21,0.1416,36,1668.0,2021-09-01,702,58431.85,Debt Consolidation
9754,4555467,Mortgage,Defaulted,569207.26,0.0465,360,2935.04,2022-06-26,766,683048.71,Business Expansion
3124,1433302,Personal,Active,39643.85,0.1468,60,936.48,2024-11-04,610,47572.62,Auto Purchase
5298,9833734,Personal,Defaulted,44734.44,0.093,24,2049.84,2020-08-28,841,53681.33,Business Expansion
4902,8205572,Personal,Defaulted,23667.86,0.1001,60,502.99,2022-09-24,692,28401.43,Education
5281,3381687,Mortgage,Paid,132929.39,0.0346,180,947.68,2020-03-07,793,159515.27,Home Purchase
9467,9179455,Mortgage,Active,242336.54,0.0417,360,1180.83,2022-02-18,730,290803.85,Education
7973,8394414,Personal,Paid,7443.12,0.1338,24,355.19,2020-03-22,722,8931.74,Debt Consolidation
1603,3226585,Personal,Active,33823.1,0.1335,24,1613.58,2020-05-14,802,40587.72,Home Purchase
4671,9126792,Auto,Active,69148.72,0.0489,36,2069.04,2023-05-18,680,82978.46,Business Expansion
9075,7111378,Auto,Paid,16906.57,0.0618,60,328.27,2024-05-04,611,20287.88,Auto Purchase
5342,4119667,Auto,Active,33191.86,0.0581,36,1006.91,2021-10-02,765,39830.23,Debt Consolidation
4774,5222716,Auto,Paid,56645.23,0.0575,60,1088.54,2022-06-12,602,67974.28,Education
4625,2433783,Personal,Active,24129.0,0.1348,12,2160.57,2020-01-18,807,28954.8,Auto Purchase
6050,5474022,Personal,Defaulted,8112.24,0.1401,60,188.8,2024-07-06,827,9734.69,Auto Purchase
2278,9120577,Auto,Active,52346.8,0.0761,72,907.87,2022-06-01,713,62816.16,Education
2031,3593551,Personal,Defaulted,18644.06,0.1395,60,433.33,2023-02-23,772,22372.87,Auto Purchase
1104,7301305,Auto,Paid,25412.51,0.0427,48,576.87,2022-10-19,690,30495.01,Business Expansion
9665,9904348,Personal,Defaulted,49589.96,0.0847,60,1016.7,2021-09-04,728,59507.95,Business Expansion
1095,5064252,Mortgage,Active,582456.57,0.0412,360,2821.18,2021-12-25,671,698947.88,Auto Purchase
5614,9909326,Auto,Paid,62400.11,0.0566,60,1196.53,2023-09-30,802,74880.13,Education
3263,9722190,Personal,Defaulted,6121.84,0.1329,60,140.2,2022-12-13,724,7346.21,Home Purchase
4168,6518709,Personal,Active,34711.75,0.0848,48,855.26,2021-08-08,748,41654.1,Auto Purchase
3308,7045269,Mortgage,Paid,200172.93,0.0501,360,1075.8,2021-10-26,824,240207.52,Business Expansion
8756,8524090,Auto,Paid,19892.63,0.063,60,387.36,2022-05-09,795,23871.16,Home Purchase
1991,7862881,Personal,Active,8827.85,0.1484,36,305.33,2023-03-23,788,10593.42,Education
9287,9233032,Mortgage,Active,274618.5,0.0539,180,2227.86,2021-09-04,609,329542.2,Business Expansion
6507,9653253,Auto,Defaulted,66005.3,0.0566,60,1265.66,2022-03-01,612,79206.36,Home Purchase
7615,6779947,Auto,Paid,68603.55,0.0716,36,2123.3,2020-05-19,807,82324.26,Business Expansion
2666,8625188,Auto,Active,54941.34,0.0434,36,1630.41,2021-10-20,770,65929.61,Auto Purchase
1219,9752301,Personal,Active,33837.01,0.1049,12,2982.53,2020-08-17,770,40604.41,Debt Consolidation
7290,2615321,Mortgage,Defaulted,767729.34,0.0531,360,4268.01,2023-12-26,742,921275.21,Education
2838,1785968,Auto,Active,17136.89,0.0647,48,406.16,2024-10-03,643,20564.27,Business Expansion
1279,6517505,Auto,Paid,15967.96,0.0448,60,297.55,2021-11-02,628,19161.55,Auto Purchase
5403,6187985,Auto,Paid,22094.37,0.0505,72,356.34,2021-02-28,737,26513.24,Debt Consolidation
3705,9757771,Personal,Defaulted,44924.88,0.1392,12,4031.98,2020-03-18,818,53909.86,Education
3452,8277265,Auto,Paid,22549.87,0.079,72,394.27,2024-11-05,725,27059.84,Home Purchase
5318,2990120,Auto,Active,32279.87,0.0413,36,954.9,2023-10-07,613,38735.84,Education
2721,5563542,Personal,Defaulted,37728.29,0.1384,24,1808.59,2022-03-31,657,45273.95,Auto Purchase
5721,1564477,Personal,Active,14417.8,0.1108,24,672.52,2022-11-21,850,17301.36,Business Expansion
1297,7095248,Personal,Defaulted,29303.03,0.1461,60,691.13,2023-01-09,734,35163.64,Home Purchase
1922,8210737,Personal,Active,23766.86,0.1234,12,2115.44,2024-06-20,801,28520.23,Business Expansion
9795,4706786,Personal,Active,48073.86,0.1291,24,2283.49,2024-01-31,721,57688.63,Education
8132,2187152,Auto,Defaulted,46767.51,0.041,36,1382.84,2021-02-26,656,56121.01,Debt Consolidation
6895,2437925,Personal,Defaulted,30101.87,0.084,24,1366.92,2022-05-18,671,36122.24,Auto Purchase
5506,8824038,Auto,Defaulted,64809.95,0.0611,36,1974.88,2024-06-10,794,77771.94,Auto Purchase
3883,5697955,Auto,Active,45428.29,0.0602,72,753.31,2024-08-12,690,54513.95,Home Purchase
